22,,MD03880,PT04202,,,,,PT00774,TIMBUKTU FLOW MIDI DRESS PF22,CANCELADO CORTADO,CLAUDIA,,,,DRESSES,,DS, 0-2-4-6-8-10-12 ,ANKLE 95CM,,,,,TE00012269,,"PRINTED CDC 16mm, art.090625/Jw PARKER - FASAC, ART FW26 FANTASY GARDEN WINE BLUE 70CM",1.35,,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,,"TRAER APARTE TOP Y FALDA , MANGAS MAS. LARGAS Y REVISARLO CON BURGOS, LARGO 95","SE CONVIERTE EN FALDA, PRETINA CON ALFORZAS COMO EL PANTALON DE JACQUARD DE OSMAN",,"realizar top halter, que la caida del drapeado tenga la misma de las faldas en la cintura, importante la diagonal en el delantero y la union en costado.",,,,"Largo maxi, nesga en centro posterior para tener mas volumen.

bajar un poquito el drapeado del costado izquierdo. 

va a tener estola.",,,,,,,,REMEDIR ,,,,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
23,,MD03881,PT04203,WINTER ECHO PANT,BLACK,0002,,PT04045,WOOL HEAT ECHO PANT PF26,CANCELADO POR COMERCIAL,OSMAN,,,,PANTS,PANT,PS, 0-2-4-6-8-10-12 ,N/A,BACK ZIPPER,NO,N/A,N/A,TE00010933,,"PALMNIMAL JACQUARD, ART30727 TARONI, DIS.701461, COL. BLACK",1.38,PALMNIMAL JACQUARD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,si pero se cancelo,,,,,,,,,,,,X,"2,42 MT",,X,#N/A,,,X,,,PROGRAMACION,,,"HACER PRETINA EN V, DE PANTALON DE FW",,OKEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
24,,MD03882,PT04204,,,,,PT03583,MARSALA/ECRU OLLANTAY WRAP DRESS RS26,CANCELADO CORTADO,MARGARITA,,,,DRESSES,,DS, 0-2-4-6-8-10-12 ,,,,,,TE00012321,,"PRINTED JACQUARD, art.RODI - LISA, ART FW26 FANTASY MAGNOLIA WINE PINK 50CM",1.44,,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,,"NO PUEDE QUEDAR EN CINTURA, QUEDAR 3 CM DESCADERADO DESDE CINTURA, CUELLO CON BOTONES DE PALMA, QUEDA CON MANGA CON VELVET BOMBACHA",,,,ARREGLO,SE PROGRAMA EN OTRA TELA OTRA REF PERO ESTA POR AHORA SIGUE VIVA,,,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
25,,MD03883,PT04205,BLACK/ECRU BOHO BLOOM ANKLE SKIRT,BLACK / ECRU,5202,,PT03232,BOHO BLOOM ANKLE SKIRT FW25,APROBADO,FER,,,,SKIRTS,ANKLE,SK, 0-2-4-6-8-10-12 ,ANKLE 95CM,BACK ZIPPER,SI,N/A,N/A,TE00012328,,"PRINTED TWILL, art.MENTON - LISA, ART FW26 ONEIRIC FLORALBLACK ECRU 36 CM",1.48,TWILL,TE00004662,,CREPE DE SEDA NEGRO PV1200/196 44 45,"1,1",N/A,SI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,SI,,,,,,,,,"2,15 MT
MOD DE ARTE",,,X,"3,25 MT
UBI EN TRAZO",,X,#N/A,,,X,,,,PROGRAMACION,,DEBE TENER LOS BOLSILLOS DE LA ORIGINAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,13724,OK,,,,,,,,,,,,,,,,,,3,6,4,4,1,0,1,,,,,,19,,Referencia continua a producción,19,X,3,6,4,4,1,0,1,,,,,,19
26,,MD03893,PT04207,,,,,PT01897,SENSORY TAPRESTY TUNIC DRESS RE24,CANCELADO CORTADO,MARIA DEL MAR,,,,TUNIC,,DS, XS-S-M-L-XL ,,,,,,TE00006469,,CREPE BIRDS 177 001 NEGRO,"1,44",,TE00004662,,CREPE DE SEDA NEGRO PV1200/196 44 45,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,"LA MANGA ESTA MUY CORTA,  COLOCAR SISTEMA POSTERIOR CINTURA RESORTE CON G","Va a cambiar la falda, nuevo referente y se le agrega cuello, cambia referente SENSORY TAPRESTY TUNIC DRESS RE24",,,,,,,"Bajar espalda, hacer manga tipo capa, colocar más tela en drapeado dela falda, hacerlo más vestido pegado que túnica",,,,,,,,,,,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
27,,MD03884,PT04209,STAY HOME TUNIC DRESS,ECRU / BLACK,5201,,PT03398,ECRU/NAVY WILD SAVANNAH TUNIC DRESS WS26,APROBADO,OSMAN,,,,DRESSES,TUNIC,DS, 0-2-4-6-8-10-12 ,ANKLE 95CM,BACK BUTTONS,SI,N/A,N/A,TE00012317,,"PRINTED JACQUARD, art.RODI - LISA, ART FW26 BEETTLE WINDOWS ECRU BLACK 45CM",1.44,PRINTED JACQUARD,TE00004922,,CREPE DE CHINE IVORY PV1200W PR28211 16MM WIDE,"1,39",SI,N/A,N/A,N/A,N/A,N/A,APLICA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,SI,,,,,,,,,,,,X,"3,40 MT
MOD DE ARTE",,X,CANCELADO ,,,X,,,,PROGRAMACION,,,,"REALIZAR HOMBRERAS COMO EL REFERENTE DE CHALECO DE TORERO COMO EL BORDADO DE ACCS, YA NO QUEDA CON PIOLA EN ESCOTE SINO CON SESGO Y EN MANGAS QUE QUEDE MAS GRUESITO, EL CUELLO QUEDA CON CENEFA ",,ARREGLO,,,,,,,,,,,,,REMEDIR ,,,,,,,,,,,,,,,,,,,,,,,,,,OK,13725,OK,,,,,,,,,,,,,,,,,,7,14,20,17,9,6,2,,,,,,75,,Referencia continua a producción,75,X,7,14,20,17,9,6,2,,,,,,75
28,,MD03894,PT04208,SHADOW BROCADE,,,N/A,N/A,N/A,JUST FOR SHOW,OSMAN,,,,OUTWEAR,JACKET,OW, XS-S-M-L-XL ,N/A,,,N/A,N/A,TE00000323,,JACQUARD DESERT FLOWERS GOLD NUDE 700455COL.F,1.35,ENGRAVED JACQUARD/FAUX SHEARLING,TE00012332,,"PRINTED SILK CHARMEUSE, art.PV1000/19mm - PREVIEW, FW26 ONEIRIC FLORALECRU BLACK 36 CM",1.37,,,,,,,,,,,,,,,,si pero se cancelo,,,,,,,,,,,,,,,,SIN EMPEZAR CANCELADO,,,,,,,PROGRAMACION,,,,REALIZAR EL TOP 1 TALLA Y MEDIA MAS GRANDE. a este chalqeuito toca que se vea mas boxy... dale unos 2 cm mas de ancho a cada lado .. podria ser en el corte lateral que se vea intencional,,ARREGLO,,,,,,,,,,,,,,,,chaleco con shearling abajo como lo alfileranos y bajar mas la tela de lucir de jacquard,,,,,,,,JUST FOR SHOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
29,,MD03885,PT04210,CHOCOLATE NARRATIVE WEAVING TOP,CHOCOLATE,0016,N/A,N/A,N/A,APROBADO,BURGOS,,,,TOPS,TOP,TP, 0-2-4-6-8-10-12 ,ANKLE 95 CM EL PUNTO MAS BAJO,BACK BUTTONS,NO,WITH REMOVABLE SCARF,N/A,TE00012217,,"SOLID TRIACETATE CREPPE SATIN, SAISILKS - COL.90600 CHOCOLATE",1.37,TRIACETATE CREPPE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,SI,,,,,,,,,,,,X,1.65MT,,X,#N/A,,,x,,,,,PROGRAMACION,,,"CAMBIA EL TOP, DRAPEADO EN FORMA DIAGONAL, CON HOMBRERAS",,,,,,,,,,QUEDA COMO TOP,,,,,,,,,,,,,,LLEVARIA ESTOLA DE QUITAR Y PONER,,,,,,,,,,,,,,,,,OK,13726,OK,,,,,,,,,,,,,,,,,,11,25,26,26,18,11,5,,,,,,122,,Referencia continua a producción,122,X,11,25,26,26,18,11,5,,,,,,122
30,,MD03886,PT04211,LIVING GARDEN DRESS,,,N/A,N/A,N/A,CANCELADO CORTADO,BURGOS,,,,DRESSES,,DS, 0-2-4-6-8-10-12 ,,,,N/A,N/A,TE00012275,,"PRINTED CDC 16mm, art.090625/Jw PARKER - FASAC, ART FW26 ONEIRIC FLORALRED ECRU 36 CM",1.35,SILK CDC,N/A,N/A,N/A,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,si pero se cancelo,,,,,,,,,,,,,,,,#N/A,,,,,,,,,PROGRAMACION,,QUEDA CON ESCOTE CON VELVET,,,ESTE TOP SE VUELVE vestido con esta parte de abajo,,,,OK,,,,,,,,BOLERO CON MAS ZURCIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
31,,MD03887,PT04212,SAVAGE GRACE SKIRT,,,N/A,N/A,N/A,JUST FOR SHOW,CLAUDIA,,,,SKIRTS,,SK, 0-2-4-6-8-10-12 ,,,,N/A,N/A,TE00010072,,PAÑO ART. CU528 RATTI COLOR VINO CON RAYAS BLANCAS,1.48,WOOL,TE00008760,,CDC PV1200W 190 CDC 16MM,1.11,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,TERMINADO,,,,,,,,,PROGRAMACION,,"REALIZAAR BOLSILLOS DIAGONALES, TIPO RIBETES ADELANTADOS",,,,,,,,,,,,,,,REMEDIR ,,"En posterior se hara en cuero, dando amplitud, se le pone almilla",,,,,,,,,,,,,CANCELADO QUEDA PARA SHOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
32,,MD03888,PT04213,,,,N/A,N/A,N/A,CANCELADO CORTADO,FER,,,,TOPS,TOP,TP, 0-2-4-6-8-10-12 ,,,,,,TE00004662,,CREPE DE SEDA NEGRO PV1200/196 44 45,"1,1",,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,se va a volver a cortar para pasar a bordado simular foto del referente ,,,,,,,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
33,,MD03889,PT04215,,,,,PT02850,LOVELAND TOP SS25,CANCELADO CORTADO,MARGARITA,,,,TOPS,TOP,TP, 0-2-4-6-8-10-12 ,,,,,,TE00012328,,"PRINTED TWILL, art.MENTON - LISA, ART FW26 ONEIRIC FLORALBLACK ECRU 36 CM",1.48,,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,"FALSO DE 5 CM EN LAS MANGAS, PENDIENTE DE BORDADO LA PASAMANERIA 2 UNDS PARA CUELLO Y PUNTO DE BRASIER","QUEDA CON HOMBRERAS DE CHAQUETA, YA NO LLEVARA PASAMANERIA, SINO EL CODIGO DE LOS NUDOS EN CUELLO Y EN PUNTO DE ESCOTE , SE LE PROGRAMA BORDADO EN RUEDO COMO EN FOTO",ARREGLO,,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
34,,MD03895,PT04217,WOOL DREAM ORCHARD,,,,PT02911,DREAM ORCHARD TOP SS25,CANCELADO CORTADO,MARGARITA,,,,TOPS,,TP, S-M-L ,,,,,,TE00005391,,SOLID LI MERINO NATURAL ST MANAROLA710 117BLACK,"1,5",WOOL,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,"QUEDA CON HOMBRERAS, CUELLO NERU, UN POCO EXAGERADO, MAS GRANDE COMO EL DE EXTREME COLLECTION ",,ARREGLO,,,,,,,,,,,,,REMEDIR ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
35,,MD03890,PT04214,POETIC GARDEN TOP,DARK RED,2113,N/A,N/A,N/A,APROBADO,CLAUDIA,,,,TOPS,TOP,TP, 0-2-4-6-8-10-12 ,92 CM,BACK BUTTONS,NO,N/A,N/A,TE00012302,,"PRINTED DOUBLE GGT, art.SI GGT 8200N - JOKERS, FW26 FANTASY BOUQUET MARSALA RED 25CM",1.40,SILK DOUBLE GEORGETTE,N/A,N/A,N/A,N/A,SI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,SI,,,,,,,,,,,,X,4.35 MT,,X,#N/A,,,x,,,,,,PROGRAMACION,,,OKEY,,,,,,,,,,,,,,"SE SEPARA, SE CONVIERTE EN TOP, QUEDA CON LAS MANGAS DE LA #99",,,,,,,,,,,,,,,,,QUEDA COMO CATEGORIA DE TOP POR GABI,,,,,,,,,OK,13727,OK,,,,,,,,,,,,,,,,,,8,11,11,10,6,5,3,,,,,,54,,Referencia continua a producción,54,X,8,11,11,10,6,5,3,,,,,,54
36,,MD03891,PT04216,,,,,PT01813,DEFENSA NOBLE ANKLE SKIRT RE24,CANCELADO CORTADO,MARIA DEL MAR,,,,SKIRTS,,SK, 0-2-4-6-8-10-12 ,,,,,,TE00012218,,"SOLID SILK AND WOOL HAMMERED SATIN, SAISILKS - COL.4037 NAVY",1.10,,TE00008274,,CDC NAVY PV1200W 194 CDC 16MM,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,"CAMBIA LA SILUETA,  COMO LA DE RESORT 24 ",,"ajustar pretina  y 
bajar bolsillos.",,,,,,,,,,,,,,,,,,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
37,,MD03896,PT04218,,,,#N/A,#N/A,,CANCELADO CORTADO,OSMAN,,,,OUTWEAR,,OW, XS-S-M-L-XL ,,,,,,TE00005391,,SOLID LI MERINO NATURAL ST MANAROLA710 117BLACK,"1,5",,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,,,,,,cortar boleros para traer a medición,,,,,,,,,,,,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
38,,MD03897,PT04219,,,,#N/A,#N/A,,CANCELADO CORTADO,FER,,,,OUTWEAR,,OW, XS-S-M-L-XL ,,,,,,TE00008723,,"SOLID VELVET, ESPERIA.2, BLACK T",1.35,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,manga en tela de velvet con base,,,,,,,,,,,,,,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
39,,MD03898,PT04221,WINTER GARDEN TOP,BLACK / ECRU,5202,,PT02673,AFTERWORK TOP RE25,CANCELADO POR COMERCIAL,MARGARITA,,,,TOPS,TOP,TP, 0-2-4-6-8-10-12 ,N/A,BACK BUTTONS,SI,N/A,N/A,TE00012273,,"PRINTED CDC 16mm, art.090625/Jw PARKER - FASAC, ART FW26 ONEIRIC FLORALBLACK ECRU 36 CM",1.35,SILK CDC,TE00004662,,CREPE DE SEDA NEGRO PV1200/196 44 45,"1,1",,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,si pero se cancelo,,,,,,,,,,,,X,"2,16 MT",,X,#N/A,,,X,,,,,,,,PROGRAMACION,,,suavizar hombro,,,,"SE CONVIERTE EN VESTIDO
- Lleva sesgo en Cdc negro  visible, bolero en escote.
•⁠  ⁠⁠-la falda solo se sosteniendo de la parte delantera del top
•⁠  ⁠⁠en la parte posterior queda queda libre el top de la falda
•⁠  ⁠⁠el triángulo en la parte delantera solo es de 6cm  , que el coraut no quede muy grande.
•⁠  ⁠⁠cuadrar el costado  de la falda  ella desprende desde el punto del top ajustar la proporción",,,"ABRIR ESCORT DELANTRERO TOP 
1 CM EN ESCOTE INFERIOR Y AL BESOS EN CUELLO, AGREGAR CUELLO.

REVISAR EL TALLE",,,,,,"
 cambio el top, es halter con cuello


falda enresortada como  la de burgos en el primer corte",,,SE CONVIERTE EN TOP,,,,"Este está listo para terminar
Suavizar la costura de centro delantero porque esta un poco recogida",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
40,,MD03899,PT04222,,,,#N/A,#N/A,,CANCELADO CORTADO,FER,,,,SKIRTS,,SK, 0-2-4-6-8-10-12 ,,,,,,TE00000476,,TAFETA SEDA FALLA NEGRO 9400 ESPRESSO,1.37,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,NUEVO,,,,,,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
41,,MD03979,PT04220,,,,N/A,N/A,N/A,CANCELADO CORTADO,OSMAN,,,,OUTWEAR,,OW, XS-S-M-L-XL ,,,,,,TE00005391,,SOLID LI MERINO NATURAL ST MANAROLA710 117BLACK,"1,5",,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,CHAQUETA DE PAÑO NEGRA CAMBIA DE TELA A VELVET NEGRO PORFA! CON LAS PROPORCIONES QUE HABLAMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
42,,MD03900,PT04223,,,,N/A,N/A,N/A,SE RETOMA EN RESORT 27,BURGOS,,,,DRESSES,,DS, 0-2-4-6-8-10-12 ,,,,,,TE00008597,,CROCHET UNICOLOR - BROCHE DESIGN 40661 BLACK,,,,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,,,,,,,,,"Ajustar silueta del top y hacer corte y resaltar con sesgo velvet 

Hacer corte en falda y traer bolero alfilerado 

Bordado en hombro (se fusiona (foto)
Se fusiona dos propuestas para tira )",,"Falda en A con tiempos, en cada uno de ellos va a tener  bolillos (iladillas).

en escote el bolillo delgado y en la falda el grueso. 

crear capita de quitar y poner",,,SE RETOMA EN RESORT 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
43,,MD03901,PT04224,BLOOM SECRET ANKLE DRESS,CHOCOLATE,0016,N/A,N/A,N/A,APROBADO,MARIA DEL MAR,,,,DRESSES,ANKLE,DS, 0-2-4-6-8-10-12 ,ANKLE 95CM,BACK BUTTONS,NO,N/A,N/A,TE00010840,,"SOLID JERSEY, ART.DANUBIO - INTESA, COL.127 DARK BROWN",1.45,JERSEY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,SI,,,,,,,,,,,,X,"3,77 MT",,X,#N/A,,,X,,,,,,,,,PROGRAMACION,,,,"CAMBIAR  ESCOTE POSTERIOR, PIEZA DRAPEADA EN POSTERIOR. COMO REFERENTE ENVIADO",,,,,,,,,"Eliminar separación de hombro, hacerlo tipo petalo",,,,,,,,,,,,,,,,,,,,,,,,,,,OK,13780,OK,,,,,,,,,,,,,,,,,,17,28,34,28,17,12,8,,,,,,144,,Referencia continua a producción,144,X,17,28,34,28,17,12,8,,,,,,144
44,,MD03902,PT04225,WHITE/SKY BLUE PRESENCIA MASCULINA SHIRT,,,,PT01815,PRESENCIA MASCULINA SHIRT RE24,SE RETOMA EN RESORT 27,FER,,,,TOPS,T-SHIRT,TP, 0-2-4-6-8-10-12 ,N/A,,,N/A,N/A,TE00011519,,"STRIPE COTTON, ART.5276-005 SIDOGRAS, COL.WHITE/SKY BLUE",1.48,COTTON,N/A,N/A,N/A,N/A,,,,SI,REF. 50,,,,,,,,,,,si pero se cancelo,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,PROGRAMACION,,NUEVO,,,,,,,,,,,,,,,,,,,,,,,,,,SE CANCELA QUEDA PARA RESORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
45,,MD03903,PT04226,REBORN,,,,PT00796,RENACER BODYSUIT PF22,JUST FOR SHOW,MARIA DEL MAR,,,,TOPS,TOP,TP, 0-2-4-6-8-10-12 ,,,,,,TE00011253,,"SOLID TEXTURED JERSEY ART. 84392 KONAN TIN - E MIROGLIO, BLACK",,JERSEY,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,,,,,,Quitarle el forro a este body y ponerle cuellito,,DARLE MAS CAPACIDAD AL CUELLO Y QUE EMPICE DE DONDE QUEDA ALFILERADO.,,"MEJORAR ACABADO EN CUELLO, TIRA EMBONADA",,,REMEDIR ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
46,,MD03904,PT04227,BLACK/ECRU NEW DESTINY MAXI DRESS,BLACK / ECRU,5202,,PT03199,NEW DESTINY MAXI DRESS PF25,APROBADO,BURGOS,,,,DRESSES,MAXI,DS, 0-2-4-6-8-10-12 ,MAXI 115CM,TIE AT BACK AND ZIPPER,SI,EMBROIDERED,N/A,TE00012270,,"PRINTED CDC 16mm, art.090625/Jw PARKER - FASAC, ART FW26 GIANT MAGNOLIA BLACK ECRU 75CM",1.35,SILK CDC,TE00000157,,CREPE DE CHINA NUDE PV1200 #3 SHADE C 29107,"1,1",SI,N/A,N/A,N/A,N/A,ESPUMA SOLO EN FALDA,N/A,SI,BORDADO CON LENTEJULAS UBICADO EN FLORES,N/A,N/A,N/A,N/A,N/A,,SI,,,,,,,,,"7,03 MT",,,x,"3,30 mt",,X,TERMINADO,,X,,,,,,,,,,PROGRAMACION,"cambio la capa, adaptar a nueva referencia. tener en cuenta que la capa hace parte del vestido",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,13728,OK,,,,,,,,,,,,,,,,,,5,8,13,11,3,2,1,,,,,,43,,Referencia continua a producción,43,X,5,8,13,11,3,2,1,,,,,,43
47,,MD03905,PT04228,VELVET MATIZ TUNIC DRESS,,,N/A,N/A,N/A,JUST FOR SHOW,CLAUDIA,,,,DRESSES,TUNIC,DS, 0-2-4-6-8-10-12 ,,,,N/A,N/A,TE00008723,,"SOLID VELVET, ESPERIA.2, BLACK T",1.35,VELVET,TE00004662,,CREPE DE SEDA NEGRO PV1200/196 44 45,"1,1",,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,CANCELADO ,,,,,,,,,,,,PROGRAMACION,,,,"ABERTURA EN CENTRO DELANTERO DE 28 CM PARA DESFILE Y 26 CM PARA PRODUCCION, VA A LLEVAR PIEZAS BORDADAS Y CUELLO Y HOMBRERAS.

REALIZAR MOÑOS",,,,,,,,,,REMEDIR ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
48,,MD03906,PT04229,JOY FUSION PANT,BLACK / ECRU,5202,N/A,N/A,N/A,APROBADO,OSMAN,,,,PANTS,PANT,PS, 0-2-4-6-8-10-12 ,N/A,BACK ZIPPER,NO,N/A,N/A,TE00012331,,"PRINTED SILK CHARMEUSE, art.PV1000/19mm - PREVIEW, FW 26 INSECT LACE BLACK ECRU 80CM",1.37,CHARMEUSE,N/A,N/A,N/A,N/A,SI,N/A,N/A,N/A,N/A,N/A,APLICA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,SI,,,,,,,,,,,,X,"2,48 MT
MOD DE ARTE",,X,#N/A,,,X,,,,,,,,,PROGRAMACION,,cambio el molde del pantalon y la ubicación.,,,,quitar velvet de la bota del pantalon.,,ENRESORTADO EN LA PARTE DE ABAJO,"LA LLEGADA DE LA BOTA DEBE TENER MENOS VOLUMEN, COMO UNA LLEGADA  CONICA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,13729,OK,,,,,,,,,,,,,,,,,,12,21,28,21,15,9,5,,,,,,111,,Referencia continua a producción,111,X,12,21,28,21,15,9,5,,,,,,111
49,,MD03907,PT04230,,,,#N/A,#N/A,,CANCELADO CORTADO,CLAUDIA,,,,DRESSES,,DS, 0-2-4-6-8-10-12 ,,,,,,TE00012304,,"PRINTED DOUBLE GGT, art.SI GGT 8200N - JOKERS, FW26 HIDDEN PARADISE MARSALA GREEN 67CM",1.40,,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGRAMACION,,"cambia el top, el mismo top va a ser  el que drapea la falda.

importante el ojal para que pase  la cinta velvet ( dejar drapeado con buen volumen).",ARREGLO,CAMBIA LA UBICACION DE TOP,,,,,,,,,,"QUEDA CON COLLAR 

REALIZAR CAPA  
(CAPA APROBADA DE MARGARITA )",,CANCELADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,0
50,,MD03908,PT04231,WHITE PRESENCIA MASCULINA SHIRT,OFF WHITE,0130,,PT01815,PRESENCIA MASCULINA SHIRT RE24,CANCELADO POR COMERCIAL,FER,,,,TOPS,SHIRT,TP, 0-2-4-6-8-10-12 ,N/A,FRONT BUTTONS,NO,N/A,N/A,TE00005645,,ALG. ACTION POPELINA BLANCO 00001,"1,35",COTTON,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,APLICA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,CANCELADA,,,,,,,,,"1,75 MT",,,X,"2,10 MT",,X,#N/A,,,X,,,,,,,,,,PROGRAMACION,,NUEVO,,,"quitarle talla, esta muy grande, cuando se arregle ahi si se montan los boleros o lo que se defina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#N/A,#N/A,,,,,,,,,,,,,,0
